hgnc_symbol	uniprot_id	uniprot_swissprot	uniprot_trembl	ensembl_gene_id	description
CHD1	A0A087WVF4		A0A087WVF4	ENSG00000153922	chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1915]
FOS	G3V289		G3V289	ENSG00000170345	Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]
GPR171	O14626	O14626		ENSG00000174946	G protein-coupled receptor 171 [Source:HGNC Symbol;Acc:HGNC:30057]
SMU1	Q2TAY7	Q2TAY7	A0MNN4	ENSG00000122692	SMU1 DNA replication regulator and spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:18247]
P2RY14	Q15391	Q15391	A5JUU3	ENSG00000174944	purinergic receptor P2Y14 [Source:HGNC Symbol;Acc:HGNC:16442]
SCYL1	E9PK59		E9PK59	ENSG00000142186	SCY1 like pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:14372]
B4GALT1	Q86XA6		Q86XA6	ENSG00000086062	beta-1,4-galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:924]
BMPR1B	O00238	O00238		ENSG00000138696	bone morphogenetic protein receptor type 1B [Source:HGNC Symbol;Acc:HGNC:1077]
GPR87	Q9BY21	Q9BY21		ENSG00000138271	G protein-coupled receptor 87 [Source:HGNC Symbol;Acc:HGNC:4538]
ZNF484	Q5JVG2	Q5JVG2		ENSG00000127081	zinc finger protein 484 [Source:HGNC Symbol;Acc:HGNC:23385]
P2RY13	Q9BPV8	Q9BPV8		ENSG00000181631	purinergic receptor P2Y13 [Source:HGNC Symbol;Acc:HGNC:4537]
P2RY12	Q9H244	Q9H244		ENSG00000169313	purinergic receptor P2Y12 [Source:HGNC Symbol;Acc:HGNC:18124]
SULT1C4	O75897	O75897		ENSG00000198075	sulfotransferase family 1C member 4 [Source:HGNC Symbol;Acc:HGNC:11457]
DDX54	Q8TDD1	Q8TDD1		ENSG00000123064	DEAD-box helicase 54 [Source:HGNC Symbol;Acc:HGNC:20084]
IGSF10	H7C4M2		H7C4M2	ENSG00000152580	immunoglobulin superfamily member 10 [Source:HGNC Symbol;Acc:HGNC:26384]
JDP2	Q8WYK2	Q8WYK2		ENSG00000140044	Jun dimerization protein 2 [Source:HGNC Symbol;Acc:HGNC:17546]
USF2	Q15853	Q15853		ENSG00000105698	upstream transcription factor 2, c-fos interacting [Source:HGNC Symbol;Acc:HGNC:12594]
DPP7	R4GN05		R4GN05	ENSG00000176978	dipeptidyl peptidase 7 [Source:HGNC Symbol;Acc:HGNC:14892]
MLST8	H3BQ74		H3BQ74	ENSG00000167965	MTOR associated protein, LST8 homolog [Source:HGNC Symbol;Acc:HGNC:24825]
BCCIP	Q9P287	Q9P287		ENSG00000107949	BRCA2 and CDKN1A interacting protein [Source:HGNC Symbol;Acc:HGNC:978]
RITA1	Q96K30	Q96K30		ENSG00000139405	RBPJ interacting and tubulin associated 1 [Source:HGNC Symbol;Acc:HGNC:25925]
CACNA2D1	P54289	P54289		ENSG00000153956	calcium voltage-gated channel auxiliary subunit alpha2delta 1 [Source:HGNC Symbol;Acc:HGNC:1399]
TOPAZ1	Q8N9V7	Q8N9V7		ENSG00000173769	testis and ovary specific TOPAZ 1 [Source:HGNC Symbol;Acc:HGNC:24746]
OBSCN	A6NGQ3		A6NGQ3	ENSG00000154358	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:HGNC:15719]
IQCD	Q96DY2	Q96DY2		ENSG00000166578	IQ motif containing D [Source:HGNC Symbol;Acc:HGNC:25168]
UNC5C	O95185	O95185		ENSG00000182168	unc-5 netrin receptor C [Source:HGNC Symbol;Acc:HGNC:12569]
SLC26A8	Q96RN1	Q96RN1		ENSG00000112053	solute carrier family 26 member 8 [Source:HGNC Symbol;Acc:HGNC:14468]
HAMP	P81172	P81172		ENSG00000105697	hepcidin antimicrobial peptide [Source:HGNC Symbol;Acc:HGNC:15598]
DHX32	X6R717		X6R717	ENSG00000089876	DEAH-box helicase 32 (putative) [Source:HGNC Symbol;Acc:HGNC:16717]
LPO	P22079	P22079		ENSG00000167419	lactoperoxidase [Source:HGNC Symbol;Acc:HGNC:6678]
NFIL3	Q16649	Q16649		ENSG00000165030	nuclear factor, interleukin 3 regulated [Source:HGNC Symbol;Acc:HGNC:7787]
IFNA6	A0A0A0MQU8		A0A0A0MQU8	ENSG00000120235	interferon alpha 6 [Source:HGNC Symbol;Acc:HGNC:5427]
DTX1	Q86Y01	Q86Y01		ENSG00000135144	deltex E3 ubiquitin ligase 1 [Source:HGNC Symbol;Acc:HGNC:3060]
IFNA4	P05014	P05014		ENSG00000236637	interferon alpha 4 [Source:HGNC Symbol;Acc:HGNC:5425]
IFNA7	P01567	P01567	A0A7R8C383	ENSG00000214042	interferon alpha 7 [Source:HGNC Symbol;Acc:HGNC:5428]
IFNA10	P01566	P01566	A0A7R8C2Z1	ENSG00000186803	interferon alpha 10 [Source:HGNC Symbol;Acc:HGNC:5418]
IFNA16	P05015	P05015	A0A7R8C397	ENSG00000147885	interferon alpha 16 [Source:HGNC Symbol;Acc:HGNC:5421]
KLHL9	Q58EZ4		Q58EZ4	ENSG00000198642	kelch like family member 9 [Source:HGNC Symbol;Acc:HGNC:18732]
MAG	M0QZU4		M0QZU4	ENSG00000105695	myelin associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:6783]
H3C13	Q71DI3	Q71DI3		ENSG00000183598	H3 clustered histone 13 [Source:HGNC Symbol;Acc:HGNC:25311]
H2AC20	Q16777	Q16777		ENSG00000184260	H2A clustered histone 20 [Source:HGNC Symbol;Acc:HGNC:4738]
H2AC21	Q8IUE6	Q8IUE6		ENSG00000184270	H2A clustered histone 21 [Source:HGNC Symbol;Acc:HGNC:20508]
BOLA1	Q9Y3E2	Q9Y3E2		ENSG00000178096	bolA family member 1 [Source:HGNC Symbol;Acc:HGNC:24263]
FANK1	Q8TC84	Q8TC84		ENSG00000203780	fibronectin type III and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:23527]
CSNK1A1	P48729	P48729		ENSG00000113712	casein kinase 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2451]
MPO	P05164	P05164		ENSG00000005381	myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218]
EIF4E	P06730	P06730		ENSG00000151247	eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]
TCAIM	Q8N3R3	Q8N3R3		ENSG00000179152	T cell activation inhibitor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25241]
MYZAP	P0CAP1	P0CAP1		ENSG00000263155	myocardial zonula adherens protein [Source:HGNC Symbol;Acc:HGNC:43444]
REV1	Q9UBZ9	Q9UBZ9		ENSG00000135945	REV1 DNA directed polymerase [Source:HGNC Symbol;Acc:HGNC:14060]
TFCP2	Q12800	Q12800		ENSG00000135457	transcription factor CP2 [Source:HGNC Symbol;Acc:HGNC:11748]
ABRAXAS2	Q15018	Q15018		ENSG00000165660	abraxas 2, BRISC complex subunit [Source:HGNC Symbol;Acc:HGNC:28975]
ALDH1A1	P00352	P00352	V9HW83	ENSG00000165092	aldehyde dehydrogenase 1 family member A1 [Source:HGNC Symbol;Acc:HGNC:402]
DAP	P51397	P51397		ENSG00000112977	death associated protein [Source:HGNC Symbol;Acc:HGNC:2672]
TSPOAP1	A0A0C4DGN5		A0A0C4DGN5	ENSG00000005379	TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]
SV2A	Q7L0J3	Q7L0J3		ENSG00000159164	synaptic vesicle glycoprotein 2A [Source:HGNC Symbol;Acc:HGNC:20566]
METAP1	D6RF24		D6RF24	ENSG00000164024	methionyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:15789]
CCDC91	F5GWR1		F5GWR1	ENSG00000123106	coiled-coil domain containing 91 [Source:HGNC Symbol;Acc:HGNC:24855]
SF3B4	Q15427	Q15427		ENSG00000143368	splicing factor 3b subunit 4 [Source:HGNC Symbol;Acc:HGNC:10771]
POTEF	A5A3E0	A5A3E0		ENSG00000196604	POTE ankyrin domain family member F [Source:HGNC Symbol;Acc:HGNC:33905]
PHLDB1	Q86UU1	Q86UU1		ENSG00000019144	pleckstrin homology like domain family B member 1 [Source:HGNC Symbol;Acc:HGNC:23697]
FCGR1A	C9JSN8		C9JSN8	ENSG00000150337	Fc gamma receptor Ia [Source:HGNC Symbol;Acc:HGNC:3613]
ANXA1	Q5T3N1		Q5T3N1	ENSG00000135046	annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]
GPR25	O00155	O00155		ENSG00000170128	G protein-coupled receptor 25 [Source:HGNC Symbol;Acc:HGNC:4480]
RBM44	Q6ZP01	Q6ZP01		ENSG00000177483	RNA binding motif protein 44 [Source:HGNC Symbol;Acc:HGNC:24756]
TRA2B	P62995	P62995		ENSG00000136527	transformer 2 beta homolog [Source:HGNC Symbol;Acc:HGNC:10781]
ADH5	P11766	P11766	Q6IRT1	ENSG00000197894	alcohol dehydrogenase 5 (class III), chi polypeptide [Source:HGNC Symbol;Acc:HGNC:253]
XPA	F2Z2T2		F2Z2T2	ENSG00000136936	XPA, DNA damage recognition and repair factor [Source:HGNC Symbol;Acc:HGNC:12814]
CTBP2	P56545	P56545		ENSG00000175029	C-terminal binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2495]
FOXE1	O00358	O00358		ENSG00000178919	forkhead box E1 [Source:HGNC Symbol;Acc:HGNC:3806]
OR6C3	Q9NZP0	Q9NZP0	A0A126GW44	ENSG00000205329	olfactory receptor family 6 subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:15437]
NABP1	F8WAF5		F8WAF5	ENSG00000173559	nucleic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26232]
TRMO	Q9BU70	Q9BU70		ENSG00000136932	tRNA methyltransferase O [Source:HGNC Symbol;Acc:HGNC:30967]
KRT3	P12035	P12035		ENSG00000186442	keratin 3 [Source:HGNC Symbol;Acc:HGNC:6440]
RNLS	Q5VYX0	Q5VYX0		ENSG00000184719	renalase, FAD dependent amine oxidase [Source:HGNC Symbol;Acc:HGNC:25641]
RARRES1	P49788	P49788		ENSG00000118849	retinoic acid receptor responder 1 [Source:HGNC Symbol;Acc:HGNC:9867]
LSR	A0A8Z5DL71		A0A8Z5DL71	ENSG00000105699	lipolysis stimulated lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:29572]
KRT4	P19013	P19013		ENSG00000170477	keratin 4 [Source:HGNC Symbol;Acc:HGNC:6441]
HEMGN	Q9BXL5	Q9BXL5		ENSG00000136929	hemogen [Source:HGNC Symbol;Acc:HGNC:17509]
IDNK	Q5T6J7	Q5T6J7		ENSG00000148057	IDNK gluconokinase [Source:HGNC Symbol;Acc:HGNC:31367]
EYA4	O95677	O95677	A0A0S2Z3Q2	ENSG00000112319	EYA transcriptional coactivator and phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3522]
KRT79	Q5XKE5	Q5XKE5		ENSG00000185640	keratin 79 [Source:HGNC Symbol;Acc:HGNC:28930]
KRT78	Q8N1N4	Q8N1N4		ENSG00000170423	keratin 78 [Source:HGNC Symbol;Acc:HGNC:28926]
ADH4	P08319	P08319		ENSG00000198099	alcohol dehydrogenase 4 (class II), pi polypeptide [Source:HGNC Symbol;Acc:HGNC:252]
MFSD1	C9JBA3		C9JBA3	ENSG00000118855	major facilitator superfamily domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25874]
SUPT4H1	P63272	P63272		ENSG00000213246	SPT4 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11467]
CCNY	R4GN48		R4GN48	ENSG00000108100	cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]
UBQLN1	Q9UMX0	Q9UMX0		ENSG00000135018	ubiquilin 1 [Source:HGNC Symbol;Acc:HGNC:12508]
WNT11	O96014	O96014		ENSG00000085741	Wnt family member 11 [Source:HGNC Symbol;Acc:HGNC:12776]
CALD1	Q05682	Q05682	A0A140VKA0	ENSG00000122786	caldesmon 1 [Source:HGNC Symbol;Acc:HGNC:1441]
CAVIN2	O95810	O95810		ENSG00000168497	caveolae associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10690]
SMLR1	H3BR10	H3BR10		ENSG00000256162	small leucine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:44670]
ADH6	Q8IUN7		Q8IUN7	ENSG00000172955	alcohol dehydrogenase 6 (class V) [Source:HGNC Symbol;Acc:HGNC:255]
KRT18	P05783	P05783		ENSG00000111057	keratin 18 [Source:HGNC Symbol;Acc:HGNC:6430]
ZNF169	Q14929	Q14929		ENSG00000175787	zinc finger protein 169 [Source:HGNC Symbol;Acc:HGNC:12957]
RNF43	Q68DV7	Q68DV7		ENSG00000108375	ring finger protein 43 [Source:HGNC Symbol;Acc:HGNC:18505]
ADH1A	P07327	P07327		ENSG00000187758	alcohol dehydrogenase 1A (class I), alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:249]
ACTG2	F8WB63		F8WB63	ENSG00000163017	actin gamma 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:145]
UNC13D	K7EN29		K7EN29	ENSG00000092929	unc-13 homolog D [Source:HGNC Symbol;Acc:HGNC:23147]
FOLR2	J3KQP4		J3KQP4	ENSG00000165457	folate receptor beta [Source:HGNC Symbol;Acc:HGNC:3793]
ADH1B	P00325	P00325	V9HW50	ENSG00000196616	alcohol dehydrogenase 1B (class I), beta polypeptide [Source:HGNC Symbol;Acc:HGNC:250]
GJD4	Q96KN9	Q96KN9		ENSG00000177291	gap junction protein delta 4 [Source:HGNC Symbol;Acc:HGNC:23296]
CEACAM5	P06731	P06731		ENSG00000105388	CEA cell adhesion molecule 5 [Source:HGNC Symbol;Acc:HGNC:1817]
FZD8	Q9H461	Q9H461		ENSG00000177283	frizzled class receptor 8 [Source:HGNC Symbol;Acc:HGNC:4046]
CEACAM6	M0QYD3		M0QYD3	ENSG00000086548	CEA cell adhesion molecule 6 [Source:HGNC Symbol;Acc:HGNC:1818]
KIF21B	O75037	O75037		ENSG00000116852	kinesin family member 21B [Source:HGNC Symbol;Acc:HGNC:29442]
P2RX3	P56373	P56373		ENSG00000109991	purinergic receptor P2X 3 [Source:HGNC Symbol;Acc:HGNC:8534]
DGUOK	Q16854	Q16854	A0A0S2Z3N1	ENSG00000114956	deoxyguanosine kinase [Source:HGNC Symbol;Acc:HGNC:2858]
INPPL1	F5GYK9		F5GYK9	ENSG00000165458	inositol polyphosphate phosphatase like 1 [Source:HGNC Symbol;Acc:HGNC:6080]
BRICD5	Q6PL45	Q6PL45		ENSG00000182685	BRICHOS domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28309]
PGP	A6NDG6	A6NDG6		ENSG00000184207	phosphoglycolate phosphatase [Source:HGNC Symbol;Acc:HGNC:8909]
KRT8	P05787	P05787		ENSG00000170421	keratin 8 [Source:HGNC Symbol;Acc:HGNC:6446]
CEACAM3	P40198	P40198		ENSG00000170956	CEA cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:1815]
ADH1C	P00326	P00326		ENSG00000248144	alcohol dehydrogenase 1C (class I), gamma polypeptide [Source:HGNC Symbol;Acc:HGNC:251]
CALU	O43852	O43852		ENSG00000128595	calumenin [Source:HGNC Symbol;Acc:HGNC:1458]
LYPD4	Q6UWN0	Q6UWN0		ENSG00000273111	LY6/PLAUR domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28659]
OR6C74	A6NCV1	A6NCV1	A0A126GW13	ENSG00000197706	olfactory receptor family 6 subfamily C member 74 [Source:HGNC Symbol;Acc:HGNC:31303]
CTNND2	A0A994J5V2		A0A994J5V2	ENSG00000169862	catenin delta 2 [Source:HGNC Symbol;Acc:HGNC:2516]
DMRTC2	Q8IXT2	Q8IXT2		ENSG00000142025	DMRT like family C2 [Source:HGNC Symbol;Acc:HGNC:13911]
E4F1	H3BSL4		H3BSL4	ENSG00000167967	E4F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3121]
PRKCQ	Q04759	Q04759		ENSG00000065675	protein kinase C theta [Source:HGNC Symbol;Acc:HGNC:9410]
HTR5A	P47898	P47898	A4D2N2	ENSG00000157219	5-hydroxytryptamine receptor 5A [Source:HGNC Symbol;Acc:HGNC:5300]
RPS19	M0R140		M0R140	ENSG00000105372	ribosomal protein S19 [Source:HGNC Symbol;Acc:HGNC:10402]
TMEM9	Q9P0T7	Q9P0T7		ENSG00000116857	transmembrane protein 9 [Source:HGNC Symbol;Acc:HGNC:18823]
ADIRF	Q5TBU2		Q5TBU2	ENSG00000148671	adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]
CD44	E9PKC6		E9PKC6	ENSG00000026508	CD44 molecule (IN blood group) [Source:HGNC Symbol;Acc:HGNC:1681]
ACTN1	P12814	P12814	A0A024R694	ENSG00000072110	actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]
ERFL	A0A1W2PQ73	A0A1W2PQ73		ENSG00000268041	ETS repressor factor like [Source:HGNC Symbol;Acc:HGNC:53894]
GFPT1	Q06210	Q06210		ENSG00000198380	glutamine--fructose-6-phosphate transaminase 1 [Source:HGNC Symbol;Acc:HGNC:4241]
RABAC1	M0R1H9		M0R1H9	ENSG00000105404	Rab acceptor 1 [Source:HGNC Symbol;Acc:HGNC:9794]
DNASE1L2	Q92874	Q92874		ENSG00000167968	deoxyribonuclease 1 like 2 [Source:HGNC Symbol;Acc:HGNC:2958]
GCOM1	H8Y6P7		H8Y6P7	ENSG00000137878	GCOM1, MYZAP-POLR2M combined locus [Source:HGNC Symbol;Acc:HGNC:26424]
EPB41L2	E9PPC9		E9PPC9	ENSG00000079819	erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]
IGFN1	Q86VF2	Q86VF2		ENSG00000163395	immunoglobulin like and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24607]
ECI1	P42126	P42126	A0A384NKJ3	ENSG00000167969	enoyl-CoA delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:2703]
EEF1AKMT2	M0QZ67		M0QZ67	ENSG00000203791	EEF1A lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:33787]
HBEGF	Q99075	Q99075		ENSG00000113070	heparin binding EGF like growth factor [Source:HGNC Symbol;Acc:HGNC:3059]
SAMD13	Q5VXD3	Q5VXD3		ENSG00000203943	sterile alpha motif domain containing 13 [Source:HGNC Symbol;Acc:HGNC:24582]
ABCC9	O60706	O60706		ENSG00000069431	ATP binding cassette subfamily C member 9 [Source:HGNC Symbol;Acc:HGNC:60]
TMEM81	Q6P7N7	Q6P7N7		ENSG00000174529	transmembrane protein 81 [Source:HGNC Symbol;Acc:HGNC:32349]
SGPL1	A0A8V8TLB6		A0A8V8TLB6	ENSG00000166224	sphingosine-1-phosphate lyase 1 [Source:HGNC Symbol;Acc:HGNC:10817]
SPARC	P09486	P09486		ENSG00000113140	secreted protein acidic and cysteine rich [Source:HGNC Symbol;Acc:HGNC:11219]
MTR	Q99707	Q99707		ENSG00000116984	5-methyltetrahydrofolate-homocysteine methyltransferase [Source:HGNC Symbol;Acc:HGNC:7468]
PTGDR	Q13258	Q13258		ENSG00000168229	prostaglandin D2 receptor [Source:HGNC Symbol;Acc:HGNC:9591]
RAMAC	Q9BTL3	Q9BTL3		ENSG00000169612	RNA guanine-7 methyltransferase activating subunit [Source:HGNC Symbol;Acc:HGNC:31022]
CTC1	Q2NKJ3	Q2NKJ3		ENSG00000178971	CST telomere replication complex component 1 [Source:HGNC Symbol;Acc:HGNC:26169]
C15orf40	H0YAC3		H0YAC3	ENSG00000169609	chromosome 15 open reading frame 40 [Source:HGNC Symbol;Acc:HGNC:28443]
PTGER2	G3V2Y6		G3V2Y6	ENSG00000125384	prostaglandin E receptor 2 [Source:HGNC Symbol;Acc:HGNC:9594]
TMEM72	A0PK05	A0PK05		ENSG00000187783	transmembrane protein 72 [Source:HGNC Symbol;Acc:HGNC:31658]
TCHP	Q9BT92	Q9BT92		ENSG00000139437	trichoplein keratin filament binding [Source:HGNC Symbol;Acc:HGNC:28135]
DPP6	A0A994J7K0		A0A994J7K0	ENSG00000130226	dipeptidyl peptidase like 6 [Source:HGNC Symbol;Acc:HGNC:3010]
SRP9	P49458	P49458		ENSG00000143742	signal recognition particle 9 [Source:HGNC Symbol;Acc:HGNC:11304]
BTBD1	Q9H0C5	Q9H0C5		ENSG00000064726	BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1120]
RASSF4	Q9H2L5	Q9H2L5		ENSG00000107551	Ras association domain family member 4 [Source:HGNC Symbol;Acc:HGNC:20793]
C6	P13671	P13671		ENSG00000039537	complement C6 [Source:HGNC Symbol;Acc:HGNC:1339]
ATP1A3	A0A0A0MT26		A0A0A0MT26	ENSG00000105409	ATPase Na+/K+ transporting subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:801]
ANKRD13A	S4R3D2		S4R3D2	ENSG00000076513	ankyrin repeat domain 13A [Source:HGNC Symbol;Acc:HGNC:21268]
HDGFL3	H3BPM9		H3BPM9	ENSG00000166503	HDGF like 3 [Source:HGNC Symbol;Acc:HGNC:24937]
PACRGL	Q8N7B6	Q8N7B6		ENSG00000163138	parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
DEPP1	Q9NTK1	Q9NTK1		ENSG00000165507	DEPP autophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:23355]
ZNF22	P17026	P17026		ENSG00000165512	zinc finger protein 22 [Source:HGNC Symbol;Acc:HGNC:13012]
C7	A0A8Q3SIM0		A0A8Q3SIM0	ENSG00000112936	complement C7 [Source:HGNC Symbol;Acc:HGNC:1346]
LYPD6B	Q8NI32	Q8NI32		ENSG00000150556	LY6/PLAUR domain containing 6B [Source:HGNC Symbol;Acc:HGNC:27018]
TMEM63A	O94886	O94886		ENSG00000196187	transmembrane protein 63A [Source:HGNC Symbol;Acc:HGNC:29118]
CD79A	P11912	P11912		ENSG00000105369	CD79a molecule [Source:HGNC Symbol;Acc:HGNC:1698]
SMAD3	P84022	P84022	H0YL71	ENSG00000166949	SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769]
LRCH4	O75427	O75427		ENSG00000077454	leucine rich repeats and calponin homology domain containing 4 [Source:HGNC Symbol;Acc:HGNC:6691]
LEFTY1	O75610	O75610		ENSG00000243709	left-right determination factor 1 [Source:HGNC Symbol;Acc:HGNC:6552]
LEFTY2	O00292	O00292		ENSG00000143768	left-right determination factor 2 [Source:HGNC Symbol;Acc:HGNC:3122]
LYPD6	Q86Y78	Q86Y78		ENSG00000187123	LY6/PLAUR domain containing 6 [Source:HGNC Symbol;Acc:HGNC:28751]
BCL2L12	A0A0X8AT42		A0A0X8AT42	ENSG00000126453	BCL2 like 12 [Source:HGNC Symbol;Acc:HGNC:13787]
SRPK2	H7C5L6		H7C5L6	ENSG00000135250	SRSF protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:11306]
RBM20	Q5T481	Q5T481		ENSG00000203867	RNA binding motif protein 20 [Source:HGNC Symbol;Acc:HGNC:27424]
EPHX1	P07099	P07099	R4SBI6	ENSG00000143819	epoxide hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3401]
FBN2	P35556	P35556		ENSG00000138829	fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]
IFT81	Q8WYA0	Q8WYA0		ENSG00000122970	intraflagellar transport 81 [Source:HGNC Symbol;Acc:HGNC:14313]
SRM	P19623	P19623		ENSG00000116649	spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]
MMADHC	Q9H3L0	Q9H3L0		ENSG00000168288	metabolism of cobalamin associated D [Source:HGNC Symbol;Acc:HGNC:25221]
EPB42	P16452	P16452		ENSG00000166947	erythrocyte membrane protein band 4.2 [Source:HGNC Symbol;Acc:HGNC:3381]
MTLN	Q8NCU8	Q8NCU8		ENSG00000175701	mitoregulin [Source:HGNC Symbol;Acc:HGNC:27339]
HOPX	Q9BPY8	Q9BPY8		ENSG00000171476	HOP homeobox [Source:HGNC Symbol;Acc:HGNC:24961]
GRIA1	A0A9L9PXX0		A0A9L9PXX0	ENSG00000155511	glutamate ionotropic receptor AMPA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4571]
TRIM8	Q9BZR9	Q9BZR9		ENSG00000171206	tripartite motif containing 8 [Source:HGNC Symbol;Acc:HGNC:15579]
DNASE2	O00115	O00115		ENSG00000105612	deoxyribonuclease 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:2960]
SYPL1	Q16563	Q16563		ENSG00000008282	synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]
CIAO2A	Q9H5X1	Q9H5X1		ENSG00000166797	cytosolic iron-sulfur assembly component 2A [Source:HGNC Symbol;Acc:HGNC:26235]
THNSL2	Q86YJ6	Q86YJ6		ENSG00000144115	threonine synthase like 2 [Source:HGNC Symbol;Acc:HGNC:25602]
ELOF1	K7EQ44		K7EQ44	ENSG00000130165	elongation factor 1 [Source:HGNC Symbol;Acc:HGNC:28691]
RNPS1	Q15287	Q15287	D3DU92	ENSG00000205937	RNA binding protein with serine rich domain 1 [Source:HGNC Symbol;Acc:HGNC:10080]
PMPCB	A0A9L9PX42		A0A9L9PX42	ENSG00000105819	peptidase, mitochondrial processing subunit beta [Source:HGNC Symbol;Acc:HGNC:9119]
CRX	H3BUU7		H3BUU7	ENSG00000105392	cone-rod homeobox [Source:HGNC Symbol;Acc:HGNC:2383]
ALDH1A3	H0YKF9		H0YKF9	ENSG00000184254	aldehyde dehydrogenase 1 family member A3 [Source:HGNC Symbol;Acc:HGNC:409]
LRRTM4	B8ZZ84		B8ZZ84	ENSG00000176204	leucine rich repeat transmembrane neuronal 4 [Source:HGNC Symbol;Acc:HGNC:19411]
GUCY2C	P25092	P25092		ENSG00000070019	guanylate cyclase 2C [Source:HGNC Symbol;Acc:HGNC:4688]
TPRX1	A0A8V8TMK4		A0A8V8TMK4	ENSG00000178928	tetrapeptide repeat homeobox 1 [Source:HGNC Symbol;Acc:HGNC:32174]
EXOSC10	Q01780	Q01780		ENSG00000171824	exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]
RAB18	A0A087X163		A0A087X163	ENSG00000099246	RAB18, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14244]
H2AJ	Q9BTM1	Q9BTM1		ENSG00000246705	H2A.J histone [Source:HGNC Symbol;Acc:HGNC:14456]
TMEM129	A0AVI4	A0AVI4		ENSG00000168936	transmembrane protein 129, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:25137]
CHRNA9	Q9UGM1	Q9UGM1		ENSG00000174343	cholinergic receptor nicotinic alpha 9 subunit [Source:HGNC Symbol;Acc:HGNC:14079]
FOXP1	Q9H334	Q9H334	Q548T7	ENSG00000114861	forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823]
LRRK1	E9PLF8		E9PLF8	ENSG00000154237	leucine rich repeat kinase 1 [Source:HGNC Symbol;Acc:HGNC:18608]
NLRP1	A0A8V8TNV2		A0A8V8TNV2	ENSG00000091592	NLR family pyrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14374]
WBP11	Q9Y2W2	Q9Y2W2		ENSG00000084463	WW domain binding protein 11 [Source:HGNC Symbol;Acc:HGNC:16461]
PLLP	A0A087WYE0		A0A087WYE0	ENSG00000102934	plasmolipin [Source:HGNC Symbol;Acc:HGNC:18553]
SYF2	O95926	O95926		ENSG00000117614	SYF2 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:19824]
